Cote;Piece;Intitule;Support;Dimensions_largeur_hauteur);Precision_vue;Observations;Nom_image;Localite;Code_postal;Code_INSEE;Latitude;Longitude
93AJ/316;Carnet n°24;Bologne;Papier;20 x 14,5 cm;fol. 55v-56r;;FRAN126_0827_L.jpg;Bologne;52310;52058;48.2;5.133333
93AJ/316;Carnet n°24;Bologne;Papier;20 x 14,5 cm;fol. 56v-57r;;FRAN126_0828_L.jpg;Bologne;52310;52058;48.2;5.133333
93AJ/316;Carnet n°24;Bologne;Papier;20 x 14,5 cm;fol. 57v-58r;;FRAN126_0829_L.jpg;Bologne;52310;52058;48.2;5.133333
93AJ/316;Carnet n°24;Bologne;Papier;20 x 14,5 cm;fol. 58v-59r;;FRAN126_0830_L.jpg;Bologne;52310;52058;48.2;5.133333
93AJ/316;Carnet n°24;Bologne. — Forli.;Papier;20 x 14,5 cm;fol. 59v-60r;;FRAN126_0831_L.jpg;Bologne;52310;52058;48.2;5.133333
93AJ/316;Carnet n°24;Forli. — Florence.;Papier;20 x 14,5 cm;fol. 60v-61r;;FRAN126_0832_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence;Papier;20 x 14,5 cm;fol. 61v-62r;;FRAN126_0833_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence;Papier;20 x 14,5 cm;fol. 62v-63r;;FRAN126_0834_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence;Papier;20 x 14,5 cm;fol. 63v-64r;;FRAN126_0835_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence;Papier;20 x 14,5 cm;fol. 64v-65r;;FRAN126_0836_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence;Papier;20 x 14,5 cm;fol. 65v-66r;;FRAN126_0837_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence;Papier;20 x 14,5 cm;fol. 66v-67r;;FRAN126_0838_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence;Papier;20 x 14,5 cm;fol. 67v-68r;;FRAN126_0839_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence;Papier;20 x 14,5 cm;fol. 68v-69r;;FRAN126_0840_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence;Papier;20 x 14,5 cm;fol. 69v-70r;;FRAN126_0841_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence;Papier;20 x 14,5 cm;fol. 70v-71r;;FRAN126_0842_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence. — Fiesole.;Papier;20 x 14,5 cm;fol. 71v-72r;;FRAN126_0843_L.jpg;;;;;
93AJ/316;Carnet n°24;Fiesole;Papier;20 x 14,5 cm;fol. 72v-73r;;FRAN126_0844_L.jpg;;;;;
93AJ/316;Carnet n°24;Fiesole. — Pise.;Papier;20 x 14,5 cm;fol. 73v-74r;;FRAN126_0845_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 74v-75r;;FRAN126_0846_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 75v-76r;;FRAN126_0847_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 76v-77r;;FRAN126_0848_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 77v-78r;;FRAN126_0849_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 78v-79r;;FRAN126_0850_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 79v-80r;;FRAN126_0851_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 80v-81r;;FRAN126_0852_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 81v-82r;;FRAN126_0853_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 82v-83r;;FRAN126_0854_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 83v-84r;;FRAN126_0855_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 84v-85r;;FRAN126_0856_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 85v-86r;;FRAN126_0857_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 86v-87r;;FRAN126_0858_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 87v-88r;;FRAN126_0859_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 88v-89r;;FRAN126_0860_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 89v-90r;;FRAN126_0861_L.jpg;;;;;
93AJ/316;Carnet n°24;Pise;Papier;20 x 14,5 cm;fol. 90v-91r;;FRAN126_0862_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence. — Vérone.;Papier;20 x 14,5 cm;fol. 91v-92r (dessin du dessus);;FRAN126_0863_L.jpg;;;;;
93AJ/316;Carnet n°24;Florence. — Vérone.;Papier;20 x 14,5 cm;fol. 91v-92r (dessin du dessous);;FRAN126_0864_L.jpg;;;;;
93AJ/316;Carnet n°24;[Notes de voyage et de travail];Papier;20 x 14,5 cm;fol. 92v-93r;;FRAN126_0865_L.jpg;;;;;
93AJ/316;Carnet n°24;Garde couleur;Papier;20 x 14,5 cm;fol. 93v-contre-plat inf.;;FRAN126_0866_L.jpg;;;;;
93AJ/316;Carnet n°24;Second plat;Papier;9,5 x 14,5 cm;Second plat;;FRAN126_0867_L.jpg;;;;;
93AJ/316;Carnet n°26;Premier plat;Papier;10,5 x 17 cm;Premier plat;;FRAN126_0868_L.jpg;;;;;
93AJ/316;Carnet n°26;[Sommaire];Papier;21,5 x 17 cm;Contre-plat sup.-fol. 1r;;FRAN126_0869_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 1v-2r;;FRAN126_0870_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 2v-3r;;FRAN126_0871_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 3v-4r;;FRAN126_0872_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 4v-5r;;FRAN126_0873_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 5v-6r;;FRAN126_0874_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 6v-7r;;FRAN126_0875_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 7v-8r;;FRAN126_0876_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 8v-9r;;FRAN126_0877_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 9v-10r;;FRAN126_0878_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 10v-11r;;FRAN126_0879_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 11v-12r;;FRAN126_0880_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 12v-13r;;FRAN126_0881_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 13v-14r;;FRAN126_0882_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 14v-15r;;FRAN126_0883_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 15v-16r;;FRAN126_0884_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 16v-17r;;FRAN126_0885_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 17v-18r;;FRAN126_0886_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 18v-19r;;FRAN126_0887_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne;Papier;21,5 x 17 cm;fol. 19v-20r;;FRAN126_0888_L.jpg;;;;;
93AJ/316;Carnet n°26;Ravenne. — Rome.;Papier;21,5 x 17 cm;fol. 20v-21r;;FRAN126_0889_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 21v-22r;;FRAN126_0890_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 22v-23r;;FRAN126_0891_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 23v-24r;;FRAN126_0892_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 24v-25r;;FRAN126_0893_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 25v-26r;;FRAN126_0894_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 26v-27r;;FRAN126_0895_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 27v-28r;;FRAN126_0896_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 28v-29r;;FRAN126_0897_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 29v-30r;;FRAN126_0898_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 30v-31r;;FRAN126_0899_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 31v-32r;;FRAN126_0900_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 32v-33r;;FRAN126_0901_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 33v-34r;;FRAN126_0902_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 34v-35r;;FRAN126_0903_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 35v-36r;;FRAN126_0904_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 36v-37r;;FRAN126_0905_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 37v-38r;;FRAN126_0906_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 38v-39r;;FRAN126_0907_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 39v-40r;;FRAN126_0908_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 40v-41r;;FRAN126_0909_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 41v-42r;;FRAN126_0910_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 42v-43r;;FRAN126_0911_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 43v-44r;;FRAN126_0912_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 44v-45r;;FRAN126_0913_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 45v-46r;;FRAN126_0914_L.jpg;;;;;
93AJ/316;Carnet n°26;Rome;Papier;21,5 x 17 cm;fol. 46v-contre-plat inf.;;FRAN126_0915_L.jpg;;;;;
93AJ/316;Carnet n°26;Second plat;Papier;10,5 x 17 cm;Second plat;;FRAN126_0916_L.jpg;;;;;
93AJ/316;Carnet n°27;Premier plat;Papier;11 x 16,5 cm;Premier plat;;FRAN126_0917_L.jpg;;;;;
93AJ/316;Carnet n°27;[Sommaire];Papier;22 x 16,5 cm;Contre-plat sup.-fol. 1r;;FRAN126_0918_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 1v-2r;;FRAN126_0919_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 2v-3r;;FRAN126_0920_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 3v-4r;;FRAN126_0921_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 4v-5r;;FRAN126_0922_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 5v-6r;;FRAN126_0923_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 6v-7r;;FRAN126_0924_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 7v-8r;;FRAN126_0925_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 8v-9r;;FRAN126_0926_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 9v-10r;;FRAN126_0927_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 10v-11r;;FRAN126_0928_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 11v-12r;;FRAN126_0929_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques;Papier;22 x 16,5 cm;fol. 12v-13r;;FRAN126_0930_L.jpg;;;;;
93AJ/316;Carnet n°27;Lucques. — Sienne.;Papier;22 x 16,5 cm;fol. 13v-14r;;FRAN126_0931_L.jpg;;;;;
93AJ/316;Carnet n°27;Sienne;Papier;22 x 16,5 cm;fol. 14v-15r;;FRAN126_0932_L.jpg;;;;;
93AJ/316;Carnet n°27;Sienne;Papier;22 x 16,5 cm;fol. 15v-16r;;FRAN126_0933_L.jpg;;;;;
93AJ/316;Carnet n°27;Sienne;Papier;22 x 16,5 cm;fol. 16v-17r;;FRAN126_0934_L.jpg;;;;;
93AJ/316;Carnet n°27;Sienne;Papier;22 x 16,5 cm;fol. 17v-18r;;FRAN126_0935_L.jpg;;;;;
93AJ/316;Carnet n°27;Sienne;Papier;22 x 16,5 cm;fol. 18v-19r;;FRAN126_0936_L.jpg;;;;;
93AJ/316;Carnet n°27;Sienne;Papier;22 x 16,5 cm;fol. 19v-20r;;FRAN126_0937_L.jpg;;;;;
93AJ/316;Carnet n°27;Sienne;Papier;22 x 16,5 cm;fol. 20v-21r;;FRAN126_0938_L.jpg;;;;;
93AJ/316;Carnet n°27;Sienne;Papier;22 x 16,5 cm;fol. 21v-22r;;FRAN126_0939_L.jpg;;;;;
93AJ/316;Carnet n°27;Sienne;Papier;22 x 16,5 cm;fol. 22v-23r;;FRAN126_0940_L.jpg;;;;;
93AJ/316;Carnet n°27;Sienne;Papier;22 x 16,5 cm;fol. 23v-24r;;FRAN126_0941_L.jpg;;;;;
93AJ/316;Carnet n°27;Marseille;Papier;22 x 16,5 cm;fol. 24v-25r;;FRAN126_0942_L.jpg;Marseille;13000;13200;43.3;44291
93AJ/316;Carnet n°27;Marseille;Papier;22 x 16,5 cm;fol. 25v-26r;;FRAN126_0943_L.jpg;Marseille;13000;13200;43.3;44291
93AJ/316;Carnet n°27;Marseille;Papier;22 x 16,5 cm;fol. 26v-27r;;FRAN126_0944_L.jpg;Marseille;13000;13200;43.3;44291
93AJ/316;Carnet n°27;Marseille;Papier;22 x 16,5 cm;fol. 27v-28r;;FRAN126_0945_L.jpg;Marseille;13000;13200;43.3;44291
93AJ/316;Carnet n°27;Marseille;Papier;22 x 16,5 cm;fol. 28v-29r;;FRAN126_0946_L.jpg;Marseille;13000;13200;43.3;44291
93AJ/316;Carnet n°27;Senlis;Papier;22 x 16,5 cm;fol. 29v-30r;;FRAN126_0947_L.jpg;Senlis;60300;60612;49.2;2.583333
93AJ/316;Carnet n°27;Senlis;Papier;22 x 16,5 cm;fol. 29v-30r;;FRAN126_0947_L.jpg;Senlis;62310;62790;50.533333;2.15
93AJ/316;Carnet n°27;Senlis;Papier;22 x 16,5 cm;fol. 30v-31r;;FRAN126_0948_L.jpg;Senlis;60300;60612;49.2;2.583333
93AJ/316;Carnet n°27;Senlis;Papier;22 x 16,5 cm;fol. 30v-31r;;FRAN126_0948_L.jpg;Senlis;62310;62790;50.533333;2.15
93AJ/316;Carnet n°27;Quimperlé;Papier;22 x 16,5 cm;fol. 31v-32r;;FRAN126_0949_L.jpg;Quimperlé;29300;29233;47.866667;-3.55
93AJ/316;Carnet n°27;Saint-Paul-Trois-Châteaux. — Arles.;Papier;22 x 16,5 cm;fol. 32v-33r;;FRAN126_0950_L.jpg;Saint-Paul-Trois-Châteaux;26130;26324;44.35;4.766667
93AJ/316;Carnet n°27;[Esquisse];Papier;22 x 16,5 cm;fol. 33v-34r;;FRAN126_0951_L.jpg;;;;;
93AJ/316;Carnet n°27;Blanc;Papier;22 x 16,5 cm;fol. 34v-35r;Ne pas numériser des fol. 35v à 46r [blancs].;FRAN126_0952_L.jpg;;;;;
93AJ/316;Carnet n°27;[Notes de travail];Papier;22 x 16,5 cm;fol. 46v-contre-plat inf.;;FRAN126_0953_L.jpg;;;;;
93AJ/316;Carnet n°27;Second plat;Papier;11 x 16,5 cm;Second plat;;FRAN126_0954_L.jpg;;;;;
93AJ/316;Carnet n°28;Premier plat;Papier;10 x 15 cm;Premier plat;;FRAN126_0955_L.jpg;;;;;
93AJ/316;Carnet n°28;[Sommaire];Papier;20 x 15 cm;Contre-plat sup.-fol. 1r;;FRAN126_0956_L.jpg;;;;;
93AJ/316;Carnet n°28;Caen;Papier;20 x 15 cm;fol. 1v-2r;;FRAN126_0957_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Caen;Papier;20 x 15 cm;fol. 2v-3r;;FRAN126_0958_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Caen;Papier;20 x 15 cm;fol. 3v-4r;;FRAN126_0959_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Caen;Papier;20 x 15 cm;fol. 4v-5r;;FRAN126_0960_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Caen;Papier;20 x 15 cm;fol. 5v-6r;;FRAN126_0961_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Caen;Papier;20 x 15 cm;fol. 6v-7r;;FRAN126_0962_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Caen;Papier;20 x 15 cm;fol. 7v-8r;;FRAN126_0963_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Caen;Papier;20 x 15 cm;fol. 8v-9r;;FRAN126_0964_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Caen. — Rouen.;Papier;20 x 15 cm;fol. 9v-10r;;FRAN126_0965_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 10v-11r;;FRAN126_0966_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 11v-12r;;FRAN126_0967_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 12v-13r;;FRAN126_0968_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 13v-14r;;FRAN126_0969_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 14v-15r;;FRAN126_0970_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 15v-16r;;FRAN126_0971_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 16v-17r;;FRAN126_0972_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 17v-18r;;FRAN126_0973_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 18v-19r;;FRAN126_0974_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 19v-20r;;FRAN126_0975_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 20v-21r;;FRAN126_0976_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 21v-22r;;FRAN126_0977_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 22v-23r;;FRAN126_0978_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 23v-24r;;FRAN126_0979_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 24v-25r;;FRAN126_0980_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 25v-26r;;FRAN126_0981_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen;Papier;20 x 15 cm;fol. 26v-27r;;FRAN126_0982_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Rouen. — Mantes-la-Jolie.;Papier;20 x 15 cm;fol. 27v-28r;;FRAN126_0983_L.jpg;Rouen;76100;76540;49.433333;1.083333
93AJ/316;Carnet n°28;Mantes-la-Jolie;Papier;20 x 15 cm;fol. 28v-29r;;FRAN126_0984_L.jpg;Mantes-la-Jolie;78200;78361;48.983333;1.716667
93AJ/316;Carnet n°28;Mantes-la-Jolie;Papier;20 x 15 cm;fol. 29v-30r;;FRAN126_0985_L.jpg;Mantes-la-Jolie;78200;78361;48.983333;1.716667
93AJ/316;Carnet n°28;Mantes-la-Jolie;Papier;20 x 15 cm;fol. 30v-31r;;FRAN126_0986_L.jpg;Mantes-la-Jolie;78200;78361;48.983333;1.716667
93AJ/316;Carnet n°28;Mantes-la-Jolie. — Limay.;Papier;20 x 15 cm;fol. 31v-32r;;FRAN126_0987_L.jpg;Mantes-la-Jolie;78200;78361;48.983333;1.716667
93AJ/316;Carnet n°28;Bures;Papier;20 x 15 cm;fol. 32v-33r;;FRAN126_0988_L.jpg;Bures;54370;54106;48.7;6.583333
93AJ/316;Carnet n°28;Bures;Papier;20 x 15 cm;fol. 32v-33r;;FRAN126_0988_L.jpg;Bures;61170;61067;48.566667;0.4
93AJ/316;Carnet n°28;Taverny;Papier;20 x 15 cm;fol. 33v-34r;;FRAN126_0989_L.jpg;Taverny;95150;95607;49.033333;2.216667
93AJ/316;Carnet n°28;Taverny;Papier;20 x 15 cm;fol. 34v-35r;;FRAN126_0990_L.jpg;Taverny;95150;95607;49.033333;2.216667
93AJ/316;Carnet n°28;Taverny;Papier;20 x 15 cm;fol. 35v-36r;;FRAN126_0991_L.jpg;Taverny;95150;95607;49.033333;2.216667
93AJ/316;Carnet n°28;Taverny. — Semur-en-Auxois.;Papier;20 x 15 cm;fol. 36v-37r;;FRAN126_0992_L.jpg;Taverny;95150;95607;49.033333;2.216667
93AJ/316;Carnet n°28;Semur-en-Auxois;Papier;20 x 15 cm;fol. 37v-38r;;FRAN126_0993_L.jpg;Semur-en-Auxois;21140;21603;47,491388;4,333611
93AJ/316;Carnet n°28;Semur-en-Auxois;Papier;20 x 15 cm;fol. 38v-39r;;FRAN126_0994_L.jpg;Semur-en-Auxois;21140;21603;47,491388;4,333611
93AJ/316;Carnet n°28;Flavigny;Papier;20 x 15 cm;fol. 39v-40r;;FRAN126_0995_L.jpg;Flavigny;51190;51251;48.983333;44320
93AJ/316;Carnet n°28;Flavigny;Papier;20 x 15 cm;fol. 40v-41r;;FRAN126_0996_L.jpg;Flavigny;51190;51251;48.983333;44320
93AJ/316;Carnet n°28;Flavigny. — Moutier-Saint-Jean.;Papier;20 x 15 cm;fol. 41v-42r;;FRAN126_0997_L.jpg;Flavigny;51190;51251;48.983333;44320
93AJ/316;Carnet n°28;Evreux;Papier;20 x 15 cm;fol. 42v-43r;;FRAN126_0998_L.jpg;;;;;
93AJ/316;Carnet n°28;Evreux;Papier;20 x 15 cm;fol. 43v-44r;;FRAN126_0999_L.jpg;;;;;
93AJ/316;Carnet n°28;Evreux;Papier;20 x 15 cm;fol. 44v-45r;;FRAN126_1000_L.jpg;;;;;
93AJ/316;Carnet n°28;Evreux;Papier;20 x 15 cm;fol. 45v-46r;;FRAN126_1001_L.jpg;;;;;
93AJ/316;Carnet n°28;Evreux;Papier;20 x 15 cm;fol. 46v-47r;;FRAN126_1002_L.jpg;;;;;
93AJ/316;Carnet n°28;Evreux. — Thaon.;Papier;20 x 15 cm;fol. 47v-48r;;FRAN126_1003_L.jpg;;;;;
93AJ/316;Carnet n°28;Thaon. — Fontaine-Henri;Papier;20 x 15 cm;fol. 48v-49r;;FRAN126_1004_L.jpg;Thaon;14610;14685;49.266667;-0.45
93AJ/316;Carnet n°28;Fontaine-Henri. — Creuly. — Saint-Gabriel.;Papier;20 x 15 cm;fol. 49v-50r;;FRAN126_1005_L.jpg;;;;;
93AJ/316;Carnet n°28;Ardenne;Papier;20 x 15 cm;fol. 50v-51r;;FRAN126_1006_L.jpg;;;;;
93AJ/316;Carnet n°28;Carentan. — Coutances.;Papier;20 x 15 cm;fol. 51v-52r;;FRAN126_1007_L.jpg;Carentan;50500;50099;49.3;-1.233333
93AJ/316;Carnet n°28;Coutances;Papier;20 x 15 cm;fol. 52v-53r;;FRAN126_1008_L.jpg;Coutances;50200;50147;49.05;-1.433333
93AJ/316;Carnet n°28;Coutances;Papier;20 x 15 cm;fol. 53v-54r;;FRAN126_1009_L.jpg;Coutances;50200;50147;49.05;-1.433333
93AJ/316;Carnet n°28;Coutances;Papier;20 x 15 cm;fol. 54v-55r;;FRAN126_1010_L.jpg;Coutances;50200;50147;49.05;-1.433333
93AJ/316;Carnet n°28;Coutances. — Caen.;Papier;20 x 15 cm;fol. 55v-56r;;FRAN126_1011_L.jpg;Coutances;50200;50147;49.05;-1.433333
93AJ/316;Carnet n°28;Caen;Papier;20 x 15 cm;fol. 56v-57r;;FRAN126_1012_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Caen;Papier;20 x 15 cm;fol. 57v-58r;;FRAN126_1013_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Caen;Papier;20 x 15 cm;fol. 58v-59r;;FRAN126_1014_L.jpg;Caen;14000;14118;49.183333;-0.35
93AJ/316;Carnet n°28;Blanc;Papier;20 x 15 cm;fol. 59v-60r;Ne pas numériser des fol. 60v à 64r [blancs].;FRAN126_1015_L.jpg;;;;;
