Nom Société,Date_Creation,Ville,Id_CTHS
Société d'agriculture du département de Seine-et-Oise ,1798-01-01T01:00:00Z,Versailles,https://cths.fr/an/societe.php?id=100369
Société d'agriculture du Soissonnais,1671-01-01T01:00:00Z,Soissons,https://cths.fr/an/societe.php?id=2817
Société d'agriculture et d'horticulture de l'arrondissement de Louhans,1838-01-01T01:00:00Z,Louhans,https://cths.fr/an/societe.php?id=100667
Société d'agriculture et d'horticulture de Vaucluse,1848-01-01T01:00:00Z,Avignon,https://cths.fr/an/societe.php?id=100730
Société d'agriculture et des arts de Boulogne-sur-mer,1796-01-01T01:00:00Z,Boulogne-sur-Mer,https://cths.fr/an/societe.php?id=4756
"Société d'agriculture, belles-lettres et arts de Poitiers",1817-01-01T01:00:00Z,Poitiers,https://cths.fr/an/societe.php?id=2820
"Société d'agriculture, commerce et arts de la Drôme",1836-01-01T01:00:00Z,Valence,https://cths.fr/an/societe.php?id=100473
"Société d'agriculture, commerce, sciences et arts de la Marne",1798-01-01T01:00:00Z,Châlons-en-Champagne,https://cths.fr/an/societe.php?id=1766
"Société d'agriculture, de commerce et des arts de Bretagne",1757-01-01T01:00:00Z,Rennes,https://cths.fr/an/societe.php?id=100213
"Société d'agriculture, des sciences et des arts",1831-01-01T01:00:00Z,Valenciennes,https://cths.fr/an/societe.php?id=100751
"Société d'agriculture, des sciences et des arts de la Haute-Vienne",1801-01-01T01:00:00Z,Limoges,https://cths.fr/an/societe.php?id=100523
"Société d'agriculture, du commerce, sciences et arts de Calais",1839-01-01T01:00:00Z,Calais,https://cths.fr/an/societe.php?id=100336
"Société d'agriculture, industrie, sciences, arts et belles-lettres de la Loire (AGI)",1761-01-01T01:00:00Z,Saint-Étienne,https://cths.fr/an/societe.php?id=100238
"Société d'agriculture, lettres, sciences et arts de la Haute-Saône (SALSA)",1801-01-01T01:00:00Z,Vesoul,https://cths.fr/an/societe.php?id=1796
"Société d'agriculture, sciences et arts d'Ajaccio",1852-01-01T01:00:00Z,Ajaccio,https://cths.fr/an/societe.php?id=100351
"Société d'agriculture, sciences et arts d'Angers",1828-01-01T01:00:00Z,Angers,https://cths.fr/an/societe.php?id=4663
"Société d'agriculture, sciences et arts de Bastia",1853-01-01T01:00:00Z,Bastia,https://cths.fr/an/societe.php?id=100466
"Société d'agriculture, sciences et arts de la Sarthe (SASAS)",1761-01-01T01:00:00Z,Le Mans,https://cths.fr/an/societe.php?id=218
"Société d'agriculture, sciences et belles-lettres de Rochefort",1834-01-01T01:00:00Z,Rochefort-en-Terre,https://cths.fr/an/societe.php?id=100470
"Société d'agriculture, sciences, arts et belles-lettres d'Indre-et-Loire",1808-01-01T01:00:00Z,Tours,https://cths.fr/an/societe.php?id=100260
Société d'anthropologie de Lyon,1881-01-01T01:00:00Z,Lyon,https://cths.fr/an/societe.php?id=2835
Société d'anthropologie de Paris (SAP),1859-01-01T01:00:00Z,3e arrondissement de Marseille,https://cths.fr/an/societe.php?id=2115
Société d'anthropologie du Sud-Ouest (SASO),1884-01-01T01:00:00Z,Bordeaux,https://cths.fr/an/societe.php?id=123
"Société d'archéologie d'Avranches, Mortain et Granville",1835-01-01T01:00:00Z,Avranches,https://cths.fr/an/societe.php?id=2110
Société d'archéologie du département de la Somme,1838-01-01T01:00:00Z,Amiens,https://cths.fr/an/societe.php?id=4755
Société d'archéologie et d'histoire de la Charente-Maritime (SAHCM),1839-01-01T01:00:00Z,Saintes,https://cths.fr/an/societe.php?id=1515
Société d'archéologie et d'histoire de la Manche (SAHM),1835-01-01T01:00:00Z,Saint-Lô,https://cths.fr/an/societe.php?id=1209
Société d'archéologie et d'histoire de la Mayenne (SAHM),1878-01-01T01:00:00Z,Changé,https://cths.fr/an/societe.php?id=560
Société d'archéologie et d'histoire de la Moselle,1858-01-01T01:00:00Z,Metz,https://cths.fr/an/societe.php?id=1889
"Société d'archéologie, d'histoire et de géographie de la Drôme (SAHGD)",1866-01-01T01:00:00Z,Valence,https://cths.fr/an/societe.php?id=1723
"Société d'archéologie, sciences, lettres et arts du département de Seine-et-Marne",1864-01-01T01:00:00Z,Melun,https://cths.fr/an/societe.php?id=1451
Société d'Arcueil,1806-01-01T01:00:00Z,Arcueil,https://cths.fr/an/societe.php?id=100345
Société d'économie politique,1842-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2851
Société d'économie politique (Bordeaux),1888-01-01T01:00:00Z,Bordeaux,https://cths.fr/an/societe.php?id=100709
Société d'économie politique et d'économie sociale de Lyon (SEPEL),1866-01-01T01:00:00Z,Lyon,https://cths.fr/an/societe.php?id=2850
Société d'émulation de Cambrai,1804-01-01T01:00:00Z,Cambrai,https://cths.fr/an/societe.php?id=1291
Société d'émulation de l'Ain,1755-01-01T01:00:00Z,Bourg-en-Bresse,https://cths.fr/an/societe.php?id=10
Société d'émulation de l'arrondissement de Montargis,1853-01-01T01:00:00Z,Montargis,https://cths.fr/an/societe.php?id=844
Société d'émulation de la Provence,1861-01-01T01:00:00Z,Marseille,https://cths.fr/an/societe.php?id=100668
Société d'émulation de la Vendée,1854-01-01T01:00:00Z,La Roche-sur-Yon,https://cths.fr/an/societe.php?id=217
Société d'émulation de Montbéliard (SEM),1851-01-01T01:00:00Z,Montbéliard,https://cths.fr/an/societe.php?id=786
Société d'émulation de Roubaix  (SER),1868-01-01T01:00:00Z,Roubaix,https://cths.fr/an/societe.php?id=1773
Société d'émulation des Côtes-d'Armor,1861-01-01T01:00:00Z,Saint-Brieuc,https://cths.fr/an/societe.php?id=1717
Société d'émulation du Bourbonnais (SEB),1845-01-01T01:00:00Z,Moulins,https://cths.fr/an/societe.php?id=185
Société d'émulation du département des Vosges (SEV),1825-01-01T01:00:00Z,Épinal,https://cths.fr/an/societe.php?id=1421
Société d'émulation du Doubs,1840-01-01T01:00:00Z,Besançon,https://cths.fr/an/societe.php?id=61
Société d'émulation du Jura,1817-01-01T01:00:00Z,Lons-le-Saunier,https://cths.fr/an/societe.php?id=58
Société d'émulation du Kernével,1873-01-01T01:00:00Z,Ploemeur,https://cths.fr/an/societe.php?id=3525
Société d'émulation historique et littéraire d'Abbeville (SEA),1797-01-01T01:00:00Z,Abbeville,https://cths.fr/an/societe.php?id=1597
Société d'encouragement au Bien (SEAB),1862-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100697
Société d'encouragement pour l'industrie nationale (SEIN),1801-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=1560
Société d'enseignement populaire positiviste  ,1007-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100755
Société d'ethnographie de Paris,1859-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=406
Société d'étude des sciences naturelles d'Elbeuf (SESNE),1881-01-01T01:00:00Z,Saint-Pierre-lès-Elbeuf,https://cths.fr/an/societe.php?id=720
Société d'étude des sciences naturelles de Béziers (SESNB),1875-01-01T01:00:00Z,Béziers,https://cths.fr/an/societe.php?id=1612
Société d'étude des sciences naturelles de Nîmes et du Gard (SESNNG),1871-01-01T01:00:00Z,Nîmes,https://cths.fr/an/societe.php?id=1729
Société d'études d'Avallon (SEA),1859-01-01T01:00:00Z,Avallon,https://cths.fr/an/societe.php?id=100258
Société d'études des Hautes-Alpes (SEHA),1802-01-01T01:00:00Z,Gap,https://cths.fr/an/societe.php?id=585
Société d'études du milieu naturel en Mâconnais (SEMINA),1877-01-01T01:00:00Z,Mâcon,https://cths.fr/an/societe.php?id=1040
Société d'études philosophiques et sociales,1885-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100335
Société d'études scientifiques de Lyon (SESL),1870-01-01T01:00:00Z,Lyon,https://cths.fr/an/societe.php?id=3565
Société d'études scientifiques et archéologiques de Draguignan et du Var (SESA),1855-01-01T01:00:00Z,Draguignan,https://cths.fr/an/societe.php?id=1817
Société d'excursion des amateurs de photographie (SEAP),1887-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2920
Société d'histoire de la Lorraine et du musée lorrain,1848-01-01T01:00:00Z,Nancy,https://cths.fr/an/societe.php?id=1495
Société d'histoire de Lyon,1807-01-01T01:00:00Z,Lyon,https://cths.fr/an/societe.php?id=5022
Société d'histoire du canton de Fribourg (SHCF),1840-01-01T01:00:00Z,Fribourg,https://cths.fr/an/societe.php?id=100276
Société d'histoire du diocèse de Nîmes,1876-01-01T01:00:00Z,Nîmes,https://cths.fr/an/societe.php?id=1157
Société d'histoire et d'archéologie de Beaune (SHAB),1851-01-01T01:00:00Z,Beaune,https://cths.fr/an/societe.php?id=800
Société d'histoire et d'archéologie de Chalon-sur-Saône,1845-01-01T01:00:00Z,Chalon-sur-Saône,https://cths.fr/an/societe.php?id=1653
Société d'histoire et d'archéologie de Maurienne (SHAM),1856-01-01T01:00:00Z,Saint-Jean-de-Maurienne,https://cths.fr/an/societe.php?id=23
Société d'histoire et d'archéologie de Senlis (SHAS),1862-01-01T01:00:00Z,Senlis,https://cths.fr/an/societe.php?id=747
Société d'histoire générale et d'histoire diplomatique (SHGHD-Société d'histoire diplo),1886-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2926
Société d'histoire naturelle d'Orival,1886-01-01T01:00:00Z,Orival,https://cths.fr/an/societe.php?id=3109
Société d'histoire naturelle de la Moselle (SHNM),1835-01-01T01:00:00Z,Metz,https://cths.fr/an/societe.php?id=1888
Société d'histoire naturelle de la Savoie (SHNS),1844-01-01T01:00:00Z,Chambéry,https://cths.fr/an/societe.php?id=1414
Société d'histoire naturelle de Toulouse (SHNT),1866-01-01T01:00:00Z,Toulouse,https://cths.fr/an/societe.php?id=1631
Société d'histoire naturelle et d'anthropologie de Loir-et-Cher (SHNLC),1881-01-01T01:00:00Z,Blois,https://cths.fr/an/societe.php?id=1844
Société d'histoire naturelle et d'ethnographie de Colmar,1859-01-01T01:00:00Z,Colmar,https://cths.fr/an/societe.php?id=868
Société d'histoire naturelle et des amis du muséum d'Autun (SHNA),1886-01-01T01:00:00Z,Autun,https://cths.fr/an/societe.php?id=98
Société d'horticulture d'Angers et du département du Maine-et-Loire (SHA49),1864-01-01T01:00:00Z,Angers,https://cths.fr/an/societe.php?id=3111
Société d'horticulture d'Épernay,1873-01-01T01:00:00Z,Épernay,https://cths.fr/an/societe.php?id=100304
Société d'horticulture d'Ille-et-Vilaine (SHIV),1853-01-01T01:00:00Z,Rennes,https://cths.fr/an/societe.php?id=3437
Société d'horticulture de Cherbourg,1844-01-01T01:00:00Z,Cherbourg-Octeville,https://cths.fr/an/societe.php?id=100334
Société d'horticulture de Haute-Garonne,1854-01-01T01:00:00Z,Castelginest,https://cths.fr/an/societe.php?id=100219
Société d'horticulture de l'Ain,1846-01-01T01:00:00Z,Bourg-en-Bresse,https://cths.fr/an/societe.php?id=100658
Société d'horticulture de la Gironde (SHG),1839-01-01T01:00:00Z,Le Bouscat,https://cths.fr/an/societe.php?id=3045
Société d'horticulture de Meaux,1844-01-01T01:00:00Z,Meaux,https://cths.fr/an/societe.php?id=100283
Société d'horticulture de Melun et Fontainebleau,1881-01-01T01:00:00Z,Fontainebleau,https://cths.fr/an/societe.php?id=100284
Société d'horticulture de Montbrison,1850-01-01T01:00:00Z,Montbrison,https://cths.fr/an/societe.php?id=100459
Société d'horticulture de Nantes,1851-01-01T01:00:00Z,Nantes,https://cths.fr/an/societe.php?id=100372
Société d'horticulture de Neuilly-sur-Seine,1880-01-01T01:00:00Z,Neuilly-sur-Seine,https://cths.fr/an/societe.php?id=100373
Société d'horticulture de Touraine (SHOT 37),1761-01-01T01:00:00Z,Tours,https://cths.fr/an/societe.php?id=3360
Société d'horticulture des Yvelines,1840-01-01T01:00:00Z,Versailles,https://cths.fr/an/societe.php?id=1459
Société d'horticulture et d'arboriculture des Bouches-du-Rhône (SHABDR ou SHA 13),1846-01-01T01:00:00Z,Marseille,https://cths.fr/an/societe.php?id=100717
Société d'horticulture et d'histoire naturelle de l'Hérault (SHHNH),1860-01-01T01:00:00Z,Montpellier,https://cths.fr/an/societe.php?id=1175
Société d'horticulture et de botanique du Havre,1861-01-01T01:00:00Z,Le Havre,https://cths.fr/an/societe.php?id=710
Société d'horticulture et de sciences naturelles de Coulommiers (SHCoulommiers),1861-01-01T01:00:00Z,Coulommiers,https://cths.fr/an/societe.php?id=5094
Société d'horticulture et de viticulture de Bourgogne,1858-01-01T01:00:00Z,Dijon,https://cths.fr/an/societe.php?id=100237
Société d'instruction publique du département de la Corse,1818-01-01T01:00:00Z,Bastia,https://cths.fr/an/societe.php?id=100348
Société d'instruction publique du département du Golo,1803-01-01T01:00:00Z,Bastia,https://cths.fr/an/societe.php?id=100406
Société de biologie,1848-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=414
Société de Borda,1876-01-01T01:00:00Z,Dax,https://cths.fr/an/societe.php?id=1568
Société de géographie,1821-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=1437
Société de géographie commerciale de Paris (SGC),1873-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2849
Société de géographie d'Égypte,1875-01-01T01:00:00Z,Le Caire,https://cths.fr/an/societe.php?id=100763
Société de géographie de Béthune,1880-01-01T01:00:00Z,Béthune,https://cths.fr/an/societe.php?id=2965
Société de géographie de Bordeaux (SGB),1873-01-01T01:00:00Z,Pessac,https://cths.fr/an/societe.php?id=942
Société de géographie de Bourges,1875-01-01T01:00:00Z,Bourges,https://cths.fr/an/societe.php?id=2958
Société de géographie de Brest,1882-01-01T01:00:00Z,Brest,https://cths.fr/an/societe.php?id=2969
Société de géographie de Cambrai,1881-01-01T01:00:00Z,Cambrai,https://cths.fr/an/societe.php?id=2968
Société de géographie de Charleville,1888-01-01T01:00:00Z,Charleville-Mézières,https://cths.fr/an/societe.php?id=2978
Société de géographie de Dunkerque,1880-01-01T01:00:00Z,Dunkerque,https://cths.fr/an/societe.php?id=2957
Société de géographie de l'Ain,1881-01-01T01:00:00Z,Bourg-en-Bresse,https://cths.fr/an/societe.php?id=2966
Société de géographie de l'Est,1887-01-01T01:00:00Z,Nancy,https://cths.fr/an/societe.php?id=100647
Société de géographie de l'Est (section Meuse),1881-01-01T01:00:00Z,Bar-le-Duc,https://cths.fr/an/societe.php?id=1874
Société de géographie de Lille,1880-01-01T01:00:00Z,Lille,https://cths.fr/an/societe.php?id=1289
Société de géographie de Lorient,1882-01-01T01:00:00Z,Lorient,https://cths.fr/an/societe.php?id=2970
Société de géographie de Lyon,1873-01-01T01:00:00Z,Lyon,https://cths.fr/an/societe.php?id=2836
Société de géographie de Marseille (SGM),1877-01-01T01:00:00Z,Marseille,https://cths.fr/an/societe.php?id=582
Société de géographie de Nancy,1879-01-01T01:00:00Z,Nancy,https://cths.fr/an/societe.php?id=2961
Société de géographie de Nantes,1882-01-01T01:00:00Z,Nantes,https://cths.fr/an/societe.php?id=2971
Société de géographie de Reims,1884-01-01T01:00:00Z,Reims,https://cths.fr/an/societe.php?id=2975
Société de géographie de Rennes,1882-01-01T01:00:00Z,Rennes,https://cths.fr/an/societe.php?id=2972
Société de géographie de Rochefort (SGR),1806-01-01T01:00:00Z,Rochefort,https://cths.fr/an/societe.php?id=1489
Société de géographie de Rouen,1879-01-01T01:00:00Z,Rouen,https://cths.fr/an/societe.php?id=2962
Société de géographie de Saint Lô,1879-01-01T01:00:00Z,Saint-Lô,https://cths.fr/an/societe.php?id=2963
Société de géographie de Saint Quentin,1881-01-01T01:00:00Z,Saint-Quentin,https://cths.fr/an/societe.php?id=2959
Société de géographie de Saint-Nazaire,1886-01-01T01:00:00Z,Saint-Nazaire,https://cths.fr/an/societe.php?id=2977
Société de géographie de Saint-Omer,1880-01-01T01:00:00Z,Saint-Omer,https://cths.fr/an/societe.php?id=2964
Société de géographie de Saint-Valery en Caux,1883-01-01T01:00:00Z,Saint-Valery-en-Caux,https://cths.fr/an/societe.php?id=2985
Société de géographie de Toul,1882-01-01T01:00:00Z,Toul,https://cths.fr/an/societe.php?id=2973
Société de géographie de Toulon,1886-01-01T01:00:00Z,Toulon,https://cths.fr/an/societe.php?id=2976
Société de géographie de Toulouse (SGT),1882-01-01T01:00:00Z,Toulouse,https://cths.fr/an/societe.php?id=1372
Société de géographie de Tours,1883-01-01T01:00:00Z,Tours,https://cths.fr/an/societe.php?id=2515
Société de géographie de Valenciennes,1878-01-01T01:00:00Z,Valenciennes,https://cths.fr/an/societe.php?id=2960
Société de géographie du Havre,1884-01-01T01:00:00Z,Le Havre,https://cths.fr/an/societe.php?id=2974
Société de l'École des chartes,1839-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=415
"Société de l'électricité, de l'électronique et des technologies de l'information et de la communication (SEE)",1883-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100539
Société de l'histoire de France (SHF),1833-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=519
Société de l'histoire de l'art français (SHAF),1872-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=520
Société de l'histoire de Normandie,1869-01-01T01:00:00Z,Rouen,https://cths.fr/an/societe.php?id=1694
Société de l'histoire de Paris et de l'Île-de-France (SHPIF),1874-01-01T01:00:00Z,Pierrefitte-sur-Seine,https://cths.fr/an/societe.php?id=2856
Société de l'histoire du protestantisme français (SHPF),1852-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=416
Société de l'industrie de la Mayenne,1863-01-01T01:00:00Z,Laval,https://cths.fr/an/societe.php?id=100257
Société de l'industrie minérale,1855-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2794
Société de la revue du Bas-Poitou,1888-01-01T01:00:00Z,La Roche-sur-Yon,https://cths.fr/an/societe.php?id=1887
Société de laryngologie des hôpitaux de Paris,1886-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2900
Société de législation comparée (SLC),1869-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2852
Société de linguistique de Paris (SLP),1863-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=515
"Société de littérature, sciences et arts de Rochefort",1806-01-01T01:00:00Z,Rochefort-en-Terre,https://cths.fr/an/societe.php?id=100464
Société de médecine de Besançon,1802-01-01T01:00:00Z,Besançon,https://cths.fr/an/societe.php?id=4658
Société de médecine de Bordeaux,1798-01-01T01:00:00Z,Bordeaux,https://cths.fr/an/societe.php?id=4527
Société de médecine de Caen,1820-01-01T01:00:00Z,Caen,https://cths.fr/an/societe.php?id=100041
Société de médecine de la ville de Douai,1804-01-01T01:00:00Z,Douai,https://cths.fr/an/societe.php?id=1778
Société de médecine de Marseille,1810-01-01T01:00:00Z,Marseille,https://cths.fr/an/societe.php?id=100239
Société de médecine de Paris,1730-01-01T01:00:00Z,L'Haÿ-les-Roses,https://cths.fr/an/societe.php?id=2811
Société de médecine de Paris...,1796-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=5087
Société de médecine de Rouen,1821-01-01T01:00:00Z,Rouen,https://cths.fr/an/societe.php?id=2898
Société de médecine de Saint-Étienne et de la Loire,1882-01-01T01:00:00Z,Saint-Étienne,https://cths.fr/an/societe.php?id=100412
Société de médecine et de chirurgie de la Rochelle,1840-01-01T01:00:00Z,La Rochelle,https://cths.fr/an/societe.php?id=1869
Société de médecine légale de France (SMLCF),1868-01-01T01:00:00Z,Toulouse,https://cths.fr/an/societe.php?id=2680
Société de médecine pratique de  Montpellier,1799-01-01T01:00:00Z,Montpellier,https://cths.fr/an/societe.php?id=3135
Société de médecine vétérinaire de la Charente-Inférieure,1879-01-01T01:00:00Z,La Rochelle,https://cths.fr/an/societe.php?id=100742
"Société de médecine, chirurgie et pharmacie de Toulouse",1801-01-01T01:00:00Z,Toulouse,https://cths.fr/an/societe.php?id=100365
Société de pharmacie de Bordeaux (SPB),1834-01-01T01:00:00Z,Bordeaux,https://cths.fr/an/societe.php?id=4424
Société de pharmacie de Lyon (SPLyon),1806-01-01T01:00:00Z,Lyon,https://cths.fr/an/societe.php?id=100356
Société de Port-Royal,1802-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100288
Société de psychologie physiologique de Paris,1885-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=4473
Société de santé de Lyon,1792-01-01T01:00:00Z,Lyon,https://cths.fr/an/societe.php?id=100725
Société de sociologie,1872-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100782
Société de sphragistique de Paris,1848-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100305
Société de statistique des Deux-Sèvres,1836-01-01T01:00:00Z,Niort,https://cths.fr/an/societe.php?id=2819
Société de statistique des sciences naturelles et des arts industriels du département de l'Isère,1838-01-01T01:00:00Z,Grenoble,https://cths.fr/an/societe.php?id=4517
"Société de statistique, d'histoire et d'archéologie de Marseille et de Provence",1827-01-01T01:00:00Z,Marseille,https://cths.fr/an/societe.php?id=2868
"Société de statistique, des sciences naturelles et des arts industriels de l’Isère",1838-01-01T01:00:00Z,Grenoble,https://cths.fr/an/societe.php?id=4787
Société de thérapeutique,1867-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100243
Société de topographie de la France,1876-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100549
Société de topographie historique de Lyon,1872-01-01T01:00:00Z,Lyon,https://cths.fr/an/societe.php?id=1881
Société des amis de l'hôpital Saint-Antoine,1795-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=4254
Société des amis de l'instruction (BAI),1861-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100752
Société des amis de la Romania (ROMANIA),1872-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2276
Société des amis des arts de Grenoble (SADAG),1657-01-01T01:00:00Z,Grenoble,https://cths.fr/an/societe.php?id=100303
Société des amis des arts de la Côte d'Or,1837-01-01T01:00:00Z,Dijon,https://cths.fr/an/societe.php?id=4926
Société des amis des arts de La Rochelle (SAALR),1841-01-01T01:00:00Z,La Rochelle,https://cths.fr/an/societe.php?id=100655
Société des amis des arts de Lyon,1836-01-01T01:00:00Z,Lyon,https://cths.fr/an/societe.php?id=100384
Société des amis des arts de Pau,1863-01-01T01:00:00Z,Pau,https://cths.fr/an/societe.php?id=954
Société des amis des arts et des musées de Reims (SAAM),1833-01-01T01:00:00Z,Reims,https://cths.fr/an/societe.php?id=772
Société des amis des arts et des sciences de Tournus (SAAST),1877-01-01T01:00:00Z,Tournus,https://cths.fr/an/societe.php?id=109
Société des amis des monuments parisiens,1884-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2984
Société des amis des monuments rouennais (AMR),1886-01-01T01:00:00Z,Rouen,https://cths.fr/an/societe.php?id=1805
Société des amis des sciences naturelles et du Museum de Rouen (SASNMR),1865-01-01T01:00:00Z,Rouen,https://cths.fr/an/societe.php?id=723
Société des amis des universités de Clermont-Ferrand,1884-01-01T01:00:00Z,Clermont-Ferrand,https://cths.fr/an/societe.php?id=180
Société des anciens textes français (SATF),1875-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2277
Société des antiquaires de l'Ouest (SAO),1834-01-01T01:00:00Z,Poitiers,https://cths.fr/an/societe.php?id=701
Société des antiquaires de Normandie (SAN),1824-01-01T01:00:00Z,Caen,https://cths.fr/an/societe.php?id=1595
Société des antiquaires de Picardie,1837-01-01T01:00:00Z,Amiens,https://cths.fr/an/societe.php?id=41
Société des antiquaires du Centre,1866-01-01T01:00:00Z,Bourges,https://cths.fr/an/societe.php?id=4923
Société des aquarellistes français,1879-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100280
Société des architectes de Bordeaux,1862-01-01T01:00:00Z,Bordeaux,https://cths.fr/an/societe.php?id=100575
Société des architectes de Seine-et-Oise,1844-01-01T01:00:00Z,Versailles,https://cths.fr/an/societe.php?id=100592
Société des archives historiques de la Gironde,1859-01-01T01:00:00Z,Bordeaux,https://cths.fr/an/societe.php?id=100318
Société des archives historiques de la Saintonge et de l'Aunis (SAHSA),1874-01-01T01:00:00Z,Saintes,https://cths.fr/an/societe.php?id=1633
Société des artistes français,1881-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100246
"Société des arts, sciences et belles lettres de Saintes",1867-01-01T01:00:00Z,Saintes,https://cths.fr/an/societe.php?id=100650
Société des beaux-arts de Caen,1855-01-01T01:00:00Z,Caen,https://cths.fr/an/societe.php?id=1626
Société des bibliophiles dauphinois,1869-01-01T01:00:00Z,Grenoble,https://cths.fr/an/societe.php?id=100282
Société des bibliophiles de Guyenne (SBG),1866-01-01T01:00:00Z,Bordeaux,https://cths.fr/an/societe.php?id=941
Société des bibliophiles françois,1820-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2872
Société des bibliophiles lyonnais,1884-01-01T01:00:00Z,Lyon,https://cths.fr/an/societe.php?id=1882
Société des bibliophiles normands,1863-01-01T01:00:00Z,Rouen,https://cths.fr/an/societe.php?id=1884
Société des études coloniales et maritimes,1876-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100806
Société des études du Comminges,1884-01-01T01:00:00Z,Saint-Gaudens,https://cths.fr/an/societe.php?id=1594
Société des études historiques,1831-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=2993
Société des études juives (SEJ),1880-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=1436
"Société des études littéraires, scientifiques et artistiques du Lot (SEL-Société des études du Lot)",1872-01-01T01:00:00Z,Cahors,https://cths.fr/an/societe.php?id=1618
Société des excursions artistiques de Loir-et-Cher,1879-01-01T01:00:00Z,Blois,https://cths.fr/an/societe.php?id=1845
Société des félibres de Paris (SFP-ALO),1879-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100056
Société des gens de lettres (SGDL),1838-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=523
Société des langues romanes,1869-01-01T01:00:00Z,Montpellier,https://cths.fr/an/societe.php?id=1853
Société des Lettres (SLSAC),1878-01-01T01:00:00Z,Tulle,https://cths.fr/an/societe.php?id=930
"Société des lettres, des sciences, des arts, de l'agriculture et de l'Industrie de Saint-Dizier",1880-01-01T01:00:00Z,Eurville-Bienville,https://cths.fr/an/societe.php?id=100034
"Société des lettres, sciences et arts de Bar-le-Duc",1869-01-01T01:00:00Z,Bar-le-Duc,https://cths.fr/an/societe.php?id=865
"Société des lettres, sciences et arts de l'Aveyron",1836-01-01T01:00:00Z,Rodez,https://cths.fr/an/societe.php?id=277
"Société des lettres, sciences et arts de la Lozère (SLSA)",1819-01-01T01:00:00Z,Mende,https://cths.fr/an/societe.php?id=659
"Société des lettres, sciences et arts des Alpes-Maritimes",1861-01-01T01:00:00Z,Nice,https://cths.fr/an/societe.php?id=3004
Société des maçons de Samoëns,1659-01-01T01:00:00Z,Samoëns,https://cths.fr/an/societe.php?id=100187
Société des observateurs de l'homme,1799-01-01T01:00:00Z,Paris,https://cths.fr/an/societe.php?id=100333
Société des pastellistes de France (Pastellistes de France),1885-01-01T01:00:00Z,Villemomble,https://cths.fr/an/societe.php?id=100330
Société des sciences et arts de la commune de Grenoble,1796-01-01T01:00:00Z,Grenoble,https://cths.fr/an/societe.php?id=1581
Société des sciences et arts de Vitry-le-François,1861-01-01T01:00:00Z,Saint-Amand-sur-Fion,https://cths.fr/an/societe.php?id=81
Société des sciences et lettres de Loir-et-Cher (SSLLC),1832-01-01T01:00:00Z,Blois,https://cths.fr/an/societe.php?id=839
Société des sciences historiques et naturelles de l'Yonne (SSHNY),1847-01-01T01:00:00Z,Auxerre,https://cths.fr/an/societe.php?id=791
Société des sciences historiques et naturelles de la Corse (SSHNC),1880-01-01T01:00:00Z,Bastia,https://cths.fr/an/societe.php?id=1655
